Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other,Instructor_raw_from_website,Instructor_pronouns
CSS101,DIGITAL THINKING,CSS,2017.0,WIN,no_restriction,no_add_code,22022,A,5,-,TTh,845-1045,UW1,220,"Kim, Jeffrey Y.",Closed,15,15,-,-,J,"Kim, Jeffrey Y.",not listed
CSS107,PROG-ANIMATED STORY ,CSS,2017.0,WIN,Restr,no_add_code,-,A,5,-,TTh,115-315,UW1,041,"Gunnerson, Kim N.",Closed,48,48,-,$9,-,"Gunnerson, Kim N.",not listed
CSS107,PROG-ANIMATED STORY ,CSS,2017.0,WIN,no_restriction,no_add_code,13249,B,5,-,MW,1100-100,UW1,031,"Nash, Rob D",Closed,35,40,-,$9,-,"Nash, Rob D",not listed
CSS161,FUND OF COMPUTING,CSS,2017.0,WIN,no_restriction,no_add_code,13250,A,5,-,MW,1100-100,DISC,252,"Lin, Johnny W",Open,41,45,-,-,-,"Lin, Johnny W",not listed
CSS161,FUND OF COMPUTING,CSS,2017.0,WIN,no_restriction,no_add_code,13251,B,5,-,MW,115-315,UW2,131,"Nash, Rob D",Open,41,45,-,-,-,"Nash, Rob D",not listed
CSS161,FUND OF COMPUTING,CSS,2017.0,WIN,no_restriction,no_add_code,13252,C,5,-,MW,845-1045,UWBB,230,"Ong, Hansel",Open,41,45,-,-,-,"Ong, Hansel",not listed
CSS162,PROG METHODOLOGY,CSS,2017.0,WIN,no_restriction,no_add_code,13253,A,5,-,TTh,115-315,UW2,031,"Lin, Johnny W",Closed,45,45,-,-,-,"Lin, Johnny W",not listed
CSS162,PROG METHODOLOGY,CSS,2017.0,WIN,no_restriction,no_add_code,13254,B,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '221', in original. Note: couldn't interpret 'NASH,ROB', in original. Note: couldn't interpret 'D', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '24', in original. Note: couldn't interpret '45', in original.",-,not listed
CSS198,SUPERVISED STUDY,CSS,2017.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13255', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '40', in original.",-,not listed
CSS198,SUPERVISED STUDY,CSS,2017.0,WIN,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '13256', in original. Note: couldn't interpret 'B', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret 'CR_NC', in original.",-,not listed
